ResultMeasureValue,ActivityStartDate,hour,doy,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,ProjectIdentifier,WVHT,WTMP,beach_angle,Water Level,DNI_1,WindDir,WindSpd,SLP,AirTemp,visibility,wet3,wet7,3T,7T,tide_gtm,tide_mean,awind,owind
10.0,2021-08-10,9,222,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.54,19.8,264.0,5.77,2464,290.0,3.1,1014.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
20.0,2021-09-20,6,263,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.73,17.1,259.0,4.93,4854,340.0,0.0,1012.5,17.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
64.0,2021-09-01,8,244,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.49,19.1,239.0,4.894,8179,200.0,3.1,1011.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.86,2.4800000000000004
2.0,2021-08-24,10,236,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.48,19.7,259.0,5.285,10926,280.0,3.1,1014.4,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
4.0,2021-07-29,6,210,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.83,18.2,259.0,5.826,10999,340.0,2.6,1013.8,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.6,0.52
10.0,2021-09-11,6,254,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.64,19.7,266.0,4.533,1193,10.0,0.0,1013.8,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2021-08-30,7,242,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.88,17.4,267.0,5.334,3624,200.0,2.1,1009.5,21.1,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.89,0.8400000000000001
42.0,2021-08-11,6,223,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.65,19.7,239.0,5.258,3615,60.0,3.1,1013.0,21.7,16093.0,1.0,1.0,5.800000000000002,5.800000000000002,1,3.2487358259183208,-0.0,-3.1
110.0,2021-09-28,8,271,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.88,18.0,239.0,7.329,732,310.0,0.0,1014.5,19.4,16093.0,0.0,1.0,0.0,12.8,1,3.2487358259183208,0.0,0.0
10.0,2021-08-30,8,242,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.91,17.5,264.0,7.237,3624,240.0,2.1,1009.7,21.7,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.8400000000000001,1.89
42.0,2021-09-05,6,248,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.93,18.0,259.0,3.877,2691,340.0,0.0,1011.5,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
50.0,2021-07-13,9,194,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.71,21.8,264.0,2.145,1060,330.0,1.5,1013.7,22.8,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.35,0.6000000000000001
10.0,2021-09-11,8,254,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.67,19.7,259.0,6.151,1193,320.0,2.6,1014.8,22.2,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.3400000000000003,1.3
2.0,2021-07-19,8,200,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.67,22.0,264.0,5.695,7808,290.0,0.0,1017.3,23.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
20.0,2021-09-08,7,251,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.54,20.5,266.0,4.727,2642,360.0,0.0,1012.9,22.2,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2021-09-23,7,266,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.23,17.7,264.0,4.267,2905,310.0,2.1,1013.5,20.6,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.47,1.47
20.0,2021-09-06,6,249,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.77,19.2,266.0,5.816,2432,150.0,1.5,1013.9,21.1,9656.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.35,-0.6000000000000001
429.0,2021-09-16,7,259,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.74,17.9,259.0,3.956,6381,320.0,2.1,1012.2,19.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,1.05
10.0,2021-09-04,7,247,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.77,18.6,259.0,4.382,2990,10.0,2.1,1012.6,19.4,6437.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,-0.8400000000000001
10.0,2021-07-04,8,185,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.78,20.0,259.0,5.475,12477,300.0,2.1,1015.9,19.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.47,1.6800000000000002
10.0,2021-09-11,7,254,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.68,19.7,264.0,5.327,1193,300.0,2.1,1014.3,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.26,1.6800000000000002
53.0,2021-08-19,6,231,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.17,21.9,267.0,6.466,1036,310.0,2.1,1012.9,22.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.47,1.47
10.0,2021-07-07,8,188,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.83,19.4,259.0,3.759,11175,190.0,1.5,1012.3,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.35,0.6000000000000001
10.0,2021-09-18,8,261,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.66,17.9,259.0,4.08,2607,10.0,2.1,1017.9,20.6,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,-0.8400000000000001
10.0,2021-07-31,7,212,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.81,17.4,239.0,5.239,11912,350.0,3.1,1016.2,18.9,9656.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.79,-1.2400000000000002
10.0,2021-07-12,10,193,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.78,20.5,267.0,5.239,5543,170.0,2.1,1013.7,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.1,-0.21
10.0,2021-07-02,7,183,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.66,20.0,259.0,3.214,5194,70.0,0.0,1013.3,20.0,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
10.0,2021-09-25,8,268,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.87,17.6,259.0,3.634,2879,360.0,0.0,1015.8,20.0,16093.0,1.0,1.0,12.8,12.8,1,3.2487358259183208,0.0,-0.0
2.0,2021-09-21,9,264,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.92,17.8,239.0,5.668,44,340.0,1.5,1017.7,24.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.5,-0.3
885.0,2021-09-15,8,258,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.05,17.8,264.0,4.222,6406,10.0,2.1,1014.3,20.0,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.1,-0.63
10.0,2021-08-26,9,238,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.76,21.5,167.0,6.161,899,350.0,2.1,1012.1,25.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.21,-2.1
10.0,2021-09-24,7,267,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.17,17.4,239.0,3.624,556,290.0,0.0,1014.0,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
58.0,2021-07-13,9,194,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.71,21.8,259.0,2.958,1060,330.0,1.5,1013.7,22.8,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.35,0.4499999999999999
99.0,2021-08-19,6,231,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.17,21.9,239.0,3.769,1036,310.0,2.1,1012.9,22.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,0.63
20.0,2021-08-06,7,218,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.87,16.7,264.0,5.409,3968,180.0,3.1,1013.9,18.3,2816.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.1,0.31
2.0,2021-08-31,11,243,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.58,18.0,259.0,5.609,5655,190.0,3.1,1010.5,22.2,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.79,1.2400000000000002
75.0,2021-09-17,8,260,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.66,17.7,264.0,4.048,3399,210.0,2.1,1015.5,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.6800000000000002,1.26
10.0,2021-08-05,7,217,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.96,17.3,266.0,5.826,2672,290.0,3.1,1013.3,20.0,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
42.0,2021-09-03,6,246,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.51,19.1,259.0,3.72,5091,310.0,1.5,1013.3,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2000000000000002,0.8999999999999999
10.0,2021-08-14,7,226,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.84,20.4,239.0,4.674,4262,310.0,2.1,1018.7,21.7,11265.0,0.0,1.0,0.0,5.800000000000002,1,3.2487358259183208,1.89,0.63
2.0,2021-08-24,10,236,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.48,19.7,267.0,4.395,10926,280.0,3.1,1014.4,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.6200000000000001,3.1
10.0,2021-09-23,8,266,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.14,17.8,267.0,6.502,2905,320.0,3.1,1013.7,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.4800000000000004,1.86
10.0,2021-08-02,8,214,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.85,16.0,264.0,2.955,9696,310.0,2.1,1018.0,20.0,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.47,1.47
2.0,2021-07-06,9,187,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.86,19.8,259.0,5.56,12446,270.0,2.6,1015.7,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.52,2.6
10.0,2021-07-02,6,183,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.69,20.0,267.0,5.668,5194,310.0,0.0,1013.0,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
64.0,2021-09-02,6,245,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.61,19.6,259.0,7.83,10020,290.0,2.1,1013.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.05,1.89
42.0,2021-08-20,7,232,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.83,21.1,264.0,6.41,9827,290.0,2.1,1011.6,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.8400000000000001,1.89
64.0,2021-08-22,6,234,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.61,20.6,266.0,4.487,1590,350.0,3.1,1010.2,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,3.1,0.31
42.0,2021-08-23,6,235,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.6,20.5,264.0,4.93,4122,300.0,1.5,1011.1,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.8999999999999999,1.2000000000000002
10.0,2021-09-21,8,264,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.74,20.1,258.0,5.531,44,360.0,0.0,1017.7,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
2.0,2021-07-06,10,187,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.81,19.8,264.0,3.887,12446,290.0,4.1,1015.4,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.64,3.69
10.0,2021-07-03,8,184,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.83,20.4,267.0,3.769,7123,280.0,1.5,1014.3,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.3,1.5
10.0,2021-08-28,7,240,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.92,17.6,239.0,5.714,3353,10.0,0.0,1007.7,20.6,4828.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
20.0,2021-09-14,8,257,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.67,22.3,258.0,3.779,886,220.0,2.1,1013.9,19.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.26,1.6800000000000002
10.0,2021-07-01,7,182,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.73,19.6,267.0,4.674,9769,310.0,1.5,1013.8,19.4,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.0499999999999998,1.0499999999999998
4.0,2021-07-13,12,194,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.62,22.7,258.0,4.307,1060,220.0,3.6,1014.5,24.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.16,2.8800000000000003
10.0,2021-09-18,6,261,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.66,17.9,267.0,4.336,2607,10.0,2.1,1017.1,20.6,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.1,-0.42
53.0,2021-07-01,8,182,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA506450,0.72,21.3,167.0,4.796,9769,280.0,2.6,1014.0,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.3400000000000003,-1.04
280.0,2021-07-14,8,195,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.68,21.8,266.0,3.424,3045,190.0,3.1,1015.5,21.7,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.1,0.6200000000000001
10.0,2021-08-09,7,221,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.53,19.3,267.0,5.104,5058,30.0,0.0,1013.9,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
20.0,2021-08-09,6,221,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.53,19.1,239.0,4.336,5058,30.0,2.1,1013.2,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.05,-1.89
10.0,2021-07-03,8,184,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.83,20.4,239.0,4.953,7123,280.0,1.5,1014.3,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.0499999999999998,1.2000000000000002
2.0,2021-09-28,9,271,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,0.43,18.4,19.0,4.194,732,200.0,1.5,1014.8,20.0,16093.0,0.0,1.0,0.0,12.8,1,2.88932899840292,-0.0,-1.5
10.0,2021-08-16,6,228,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.93,19.8,259.0,3.142,5472,210.0,2.1,1010.7,21.7,14484.0,0.0,1.0,0.0,5.800000000000002,0,3.2487358259183208,-1.6800000000000002,1.47
20.0,2021-09-13,7,256,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.05,17.8,259.0,3.26,1019,10.0,2.1,1012.2,20.0,9656.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,-0.8400000000000001
10.0,2021-08-07,6,219,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.76,19.2,266.0,4.671,4280,200.0,2.1,1013.4,18.9,6437.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.89,0.8400000000000001
164.0,2021-09-06,7,249,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.71,19.2,259.0,3.467,2432,150.0,2.1,1014.4,21.1,8047.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.89,-0.63
10.0,2021-09-22,6,265,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.96,16.8,239.0,4.294,1675,360.0,2.1,1018.2,20.6,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,-1.05
2.0,2021-08-31,10,243,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.59,18.0,267.0,4.294,5655,200.0,3.6,1010.6,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.24,1.4400000000000002
53.0,2021-09-09,6,252,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.71,20.5,264.0,4.983,1837,310.0,0.0,1011.3,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
10.0,2021-09-20,6,263,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.73,17.1,264.0,3.877,4854,340.0,0.0,1012.5,17.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
10.0,2021-09-18,6,261,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.66,17.9,239.0,3.29,2607,10.0,2.1,1017.1,20.6,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.6800000000000002,-1.47
2.0,2021-07-18,6,199,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.77,22.0,267.0,5.531,1835,320.0,0.0,1015.2,22.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
840.0,2021-07-14,7,195,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.65,21.9,264.0,6.151,3045,170.0,3.1,1015.0,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.1,-0.31
10.0,2021-09-12,6,255,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.83,18.5,259.0,4.048,1130,340.0,1.5,1013.0,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.5,0.3
10.0,2021-08-30,7,242,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.88,17.4,239.0,6.138,3624,200.0,2.1,1009.5,21.1,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.26,1.6800000000000002
75.0,2021-08-20,7,232,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.83,21.1,259.0,6.38,9827,290.0,2.1,1011.6,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.05,1.89
2.0,2021-07-16,7,197,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.69,22.6,267.0,6.036,5424,330.0,0.0,1014.3,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
31.0,2021-07-11,8,192,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.8,20.2,267.0,6.138,3660,250.0,2.6,1013.1,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.78,2.6
10.0,2021-07-08,10,189,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.1,19.4,239.0,4.74,9943,230.0,2.6,1010.8,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.52,2.6
99.0,2021-08-22,6,234,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.61,20.6,259.0,3.621,1590,350.0,3.1,1010.2,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,3.1,-0.0
10.0,2021-09-24,7,267,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.17,17.4,267.0,6.203,556,290.0,0.0,1014.0,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
10.0,2021-08-01,6,213,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.83,16.6,267.0,3.421,11215,10.0,2.1,1017.5,18.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.1,-0.42
10.0,2021-08-02,7,214,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.8,15.9,266.0,4.694,9696,310.0,2.1,1017.8,18.9,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.47,1.47
20.0,2021-09-04,7,247,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.77,18.6,264.0,3.956,2990,10.0,2.1,1012.6,19.4,6437.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.1,-0.63
10.0,2021-07-11,7,192,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.78,20.3,259.0,3.703,3660,250.0,2.1,1013.4,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.42,2.1
2.0,2021-07-27,9,208,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.63,21.1,259.0,3.729,3068,30.0,2.6,1015.8,22.2,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.08,-1.82
10.0,2021-08-28,7,240,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.92,17.6,267.0,5.708,3353,10.0,0.0,1007.7,20.6,4828.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2021-07-02,7,183,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.66,20.0,264.0,4.382,5194,70.0,0.0,1013.3,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
14.0,2021-07-15,9,196,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.74,22.0,267.0,3.608,3961,280.0,2.6,1016.6,23.3,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.52,2.6
10.0,2021-09-10,7,253,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.59,21.2,239.0,5.708,5055,350.0,2.6,1012.5,21.7,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.3400000000000003,-1.04
10.0,2021-08-13,6,225,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.79,20.0,266.0,4.382,5275,290.0,0.0,1016.9,21.7,14484.0,1.0,1.0,5.800000000000002,5.800000000000002,1,3.2487358259183208,0.0,0.0
2.0,2021-07-24,6,205,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.76,21.1,267.0,5.947,902,40.0,2.6,1016.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.82,-1.82
504.0,2021-09-15,7,258,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.99,18.1,267.0,5.577,6406,10.0,1.5,1014.0,19.4,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.5,-0.3
31.0,2021-08-18,7,230,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.88,21.3,239.0,3.608,2639,200.0,2.1,1012.7,23.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.26,1.6800000000000002
20.0,2021-07-11,7,192,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.78,20.3,264.0,5.475,3660,250.0,2.1,1013.4,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.42,2.1
2.0,2021-07-17,7,198,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.83,22.0,267.0,6.236,1317,20.0,1.5,1014.6,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.35,-0.6000000000000001
10.0,2021-08-28,6,240,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.94,17.8,266.0,4.231,3353,10.0,0.0,1007.3,20.6,4828.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
2.0,2021-07-18,7,199,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.71,22.1,259.0,4.733,1835,300.0,1.5,1015.5,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.0499999999999998,1.2000000000000002
30.0,2021-07-15,9,196,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.74,22.0,239.0,5.947,3961,280.0,2.6,1016.6,23.3,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.82,2.08
2.0,2021-07-06,9,187,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.86,19.8,239.0,6.699,12446,270.0,2.6,1015.7,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.3,2.3400000000000003
2.0,2021-08-31,10,243,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.59,18.0,259.0,2.584,5655,200.0,3.6,1010.6,21.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-3.24,1.8
20.0,2021-08-20,6,232,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.96,20.9,266.0,4.861,9827,290.0,2.1,1011.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.8400000000000001,1.89
10.0,2021-07-01,7,182,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.73,19.6,239.0,6.236,9769,310.0,1.5,1013.8,19.4,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.35,0.4499999999999999
20.0,2021-09-17,7,260,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,0.6,17.8,267.0,3.729,3399,120.0,1.5,1014.6,20.0,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.75,-1.2000000000000002
10.0,2021-09-19,6,262,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.73,17.3,259.0,3.536,2524,10.0,0.0,1015.6,19.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
1184.0,2021-09-29,8,272,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.06,17.6,264.0,3.759,4139,110.0,2.6,1013.5,19.4,16093.0,0.0,1.0,0.0,12.8,1,3.2487358259183208,-1.04,-2.3400000000000003
6.0,2021-07-20,11,201,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.73,21.3,264.0,4.08,8963,320.0,3.6,1016.6,26.7,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.8800000000000003,2.16
560.0,2021-09-15,8,258,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.05,17.8,259.0,4.402,6406,10.0,2.1,1014.3,20.0,12875.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.89,-0.8400000000000001
12.0,2021-07-27,8,208,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.67,21.1,264.0,3.214,3068,340.0,1.5,1015.4,21.7,12875.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.5,0.3
